,Search term,Keyword,Similarity Score,Keyword vs Account Similarity,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match,Added/Excluded
26865,ledgewood roofing,metal roofing company,0.591454267501831,0.6398311853408813,0,0,1,1
26866,five star roofing wrong house,roof replacement contractor,0.51981121301651,0.612760066986084,1,0,0,1
26867,ridge top exteriors,roof replacement company,0.379074215888977,0.5178499817848206,1,0,0,1
26868,kerrigan roofing,roofers near me,0.6295058727264404,0.6894670724868774,0,0,1,1
26869,taylor roofing,residential roofing contractor,0.5804629325866699,0.7441645264625549,1,0,0,1
26870,crowler roofing,roofing company fort myers FL,0.5600998401641846,0.7103962898254395,0,0,1,1
26871,erie roofing company,good roofers near me,0.7223496437072754,0.843269407749176,0,0,1,1
26872,five star roofing wrong house,roofing companies near me,0.5187556147575378,0.612760066986084,1,0,0,1
26873,black top companies near me,roofers near me,0.3351752161979675,0.42719146609306335,1,0,0,1
26874,renegade roofing,residential roofing company,0.6707668900489807,0.7566828727722168,1,0,0,1
26875,ramos roofing,residential roofing company,0.5911785364151001,0.6923218965530396,1,0,0,1
26876,ridge valley exteriors,residential roofing company,0.3692337274551391,0.4570862054824829,1,0,0,1
26877,panda roofing vero beach,roofing contractor vero beach,0.6063550710678101,0.5087442398071289,0,0,1,1
26878,david keefe roofing,roofing contractors near me,0.5713329911231995,0.7330580949783325,1,0,0,1
26879,collis roofing,roof replacement contractor,0.4882219433784485,0.6538889408111572,1,0,0,1
26880,advanced roofing,residential roofing company,0.6692726612091064,0.7309451103210449,1,0,0,1
26881,nesser roofing chillicothe ohio,roofing chillicothe OH,0.8283194303512573,0.7374094724655151,0,0,1,1
26882,klaus roofing of ohio,residential roofing contractor,0.5797544717788696,0.74537593126297,1,0,0,1
26883,hippo roofing,residential roofing company,0.5205216407775879,0.6166870594024658,1,0,0,1
26884,panda roofing,top roofing company,0.4889566004276275,0.5224850177764893,0,0,1,1
26885,tri county metals florida,metal roofing company,0.6234580278396606,0.49813294410705566,0,0,1,1
26886,alliance roofing,roofing companies near me,0.6950299739837646,0.7536187171936035,1,0,0,1
26887,covenant roofing,roof replacement company,0.599823534488678,0.7083936929702759,1,0,0,1
26888,kettering roofing companies,residential roofing company,0.724440336227417,0.7556092739105225,0,0,1,1
26889,ams fort myers,roofing contractor fort myers,0.5425609946250916,0.26699569821357727,0,0,1,1
26890,nakoma roofing,good roofers near me,0.5892903804779053,0.6483213901519775,0,0,1,1
26891,free roofs for veterans,roof replacement contractor,0.4498267769813537,0.6161293983459473,1,0,0,1
26892,westlake royal roofing,roof replacement company,0.6338707208633423,0.694800078868866,1,0,0,1
26893,leonard roofing,roofing companies near me,0.6035976409912109,0.7074635028839111,1,0,0,1
26894,blue sky roofing,roofing contractors near me,0.5642954111099243,0.6575751304626465,1,0,0,1
26895,boral roof tiles,roof replacement company,0.4371273517608642,0.5238714814186096,1,0,0,1
26896,knox roofing,roofing companies near me,0.6603913307189941,0.7079944610595703,1,0,0,1
26897,universal roofing,roofing contractors near me,0.6131055951118469,0.7178633213043213,1,0,0,1
26898,allphase roofing and restoration,roof replacement contractor,0.5581581592559814,0.6286911964416504,1,0,0,1
26899,precision roofing,roofing companies near me,0.6640027165412903,0.6679653525352478,1,0,0,1
26900,cmr naples fl,roofers in naples FL,0.4896876811981201,0.34386730194091797,0,0,1,1
26901,liberty roofing,roofing companies near me,0.6857345104217529,0.7457343339920044,1,0,0,1
26902,crowler roofing,residential roofing company,0.5938365459442139,0.7103962898254395,0,0,1,1
26903,kangaroof,roofers near me,0.1332520544528961,0.1556214690208435,1,0,0,1
26904,atlas roofing shingles,shingle roofing company,0.6870733499526978,0.5832405090332031,0,0,1,1
26905,nastar roofing,roofing companies near me,0.628618061542511,0.6770732402801514,1,0,0,1
26906,elite roofing,roof replacement contractor,0.5420064330101013,0.7639642357826233,1,0,0,1
26907,3 inch insulated aluminum roof panels,residential metal roofing,0.5509510040283203,0.5875337719917297,0,0,1,1
26908,compañías de roofing,roofing contractors near me,0.6460028886795044,0.79097580909729,1,0,0,1
26909,provia roofing,new metal roofing,0.5637339949607849,0.6123039126396179,0,0,1,1
26910,neese roofing,residential roofing companies near me,0.6135404109954834,0.6902761459350586,0,0,1,1
26911,mueller roofing,residential roofing contractor,0.5682593584060669,0.6923927068710327,1,0,0,1
26912,guardian roofing,roofing companies near me,0.6315639019012451,0.7423049211502075,1,0,0,1
26913,allstate exteriors palm bay,residential roofing company,0.4922470450401306,0.5380525588989258,0,0,1,1
26914,tag roofing,residential roofing contractor,0.5738555192947388,0.6912109851837158,1,0,0,1
26915,lloyd roofing,roofing companies near me,0.629693329334259,0.704430103302002,1,0,0,1
26916,perkins roofing,residential roofing company,0.6471174955368042,0.7340796589851379,1,0,0,1
26917,snap lock insulated aluminum roof panels,residential metal roofing,0.5414809584617615,0.5519481897354126,0,0,1,1
26918,shamrock roofing,roofers near me,0.6391301155090332,0.7078014016151428,1,0,0,1
26919,olsen roofing venice fl,roof installation company,0.6862133145332336,0.6957372426986694,0,0,1,1
26920,moore roofing,roof replacement company,0.5609074831008911,0.684350848197937,1,0,0,1
26921,roberts roofing,residential roofing contractor,0.6357443332672119,0.7270757555961609,1,0,0,1
26922,crowler roofing,residential metal roofing company,0.5724701881408691,0.7103962898254395,0,0,1,1
26923,nakoma roofing & construction,licensed roofing contractor,0.5938793420791626,0.6865803003311157,0,0,1,1
26924,lucas roofing,residential roofing company,0.631914496421814,0.7238651514053345,1,0,0,1
26925,pinnacle roofing,roofing companies near me,0.6753571033477783,0.7146583795547485,1,0,0,1
26926,kangaroof,roof replacement company,0.0778970047831535,0.1556214690208435,1,0,0,1
26927,sherriff goslin roofing,roofers near me,0.5708261132240295,0.6533023715019226,0,0,1,1
26928,venta de techos de aluminio en hialeah,metal roofing near me,0.2773581147193908,0.3125619888305664,0,0,1,1
26929,hoover roofing englewood fl,roof installation company,0.6505719423294067,0.6977996826171875,0,0,1,1
26930,tamko shingles,new shingle roof,0.3859680891036987,0.3012397289276123,0,0,1,1
26931,allstate exteriors & restoration services llc,roofing companies near me,0.5234881043434143,0.627663254737854,0,0,1,1
26932,newman roofing,residential roofing company,0.6071407794952393,0.7195010781288147,1,0,0,1
26933,rrca roofing,roofing companies near me,0.5876929759979248,0.651019811630249,1,0,0,1
26934,blue sky roofing,roofers near me,0.5806121230125427,0.6575751304626465,1,0,0,1
26935,legacy roofing,roof replacement company,0.6062636971473694,0.6713224649429321,1,0,0,1
26936,steel roofing panels near me,new metal roofing,0.6434934139251709,0.7339481711387634,0,0,1,1
26937,erie metal roofs,metal roofing installers,0.680056631565094,0.8147125244140625,0,0,1,1
26938,renegade roofing,roof replacement company,0.6409568786621094,0.7566828727722168,1,0,0,1
26939,roof maxx,roofing companies near me,0.5403957366943359,0.6136932373046875,0,0,1,1
26940,roman roofing,residential roofing company,0.5480002164840698,0.6731611490249634,1,0,0,1
26941,collins roofing fort pierce fl,roofing fort pierce FL,0.8458638191223145,0.7159650921821594,0,0,1,1
26942,erie metal roofs,new metal roofing,0.7636784911155701,0.8147125244140625,0,0,1,1
26943,kerrigan roofing,residential roofing companies near me,0.6068309545516968,0.6894670724868774,0,0,1,1
26944,crowther roofing,roofing contractors near me,0.558914303779602,0.6473562717437744,1,0,0,1
26945,mighty dog roofing,roofing companies near me,0.6272973418235779,0.6870362758636475,1,0,0,1
26946,blue sky roofing,roofing companies near me,0.6419814229011536,0.6575751304626465,1,0,0,1
26947,panda roofing,roof replacement contractor,0.3864105939865112,0.5224850177764893,1,0,0,1
26948,family first roofing,roofing companies near me,0.6971038579940796,0.7609738111495972,1,0,0,1
26949,annex roofing,residential roofing company,0.6225172281265259,0.6835344433784485,1,0,0,1
26950,moore roofing marco island,roofing company marco island,0.7800814509391785,0.5582806468009949,0,0,1,1
26951,eagle roofing,roof replacement contractor,0.5253973007202148,0.7070881724357605,1,0,0,1
26952,island roofing,roofers near me,0.5710519552230835,0.6326985359191895,1,0,0,1
26953,klaus roofing,roof replacement company,0.5388696193695068,0.6785831451416016,1,0,0,1
26954,covenant roofing,roof replacement company,0.599823534488678,0.7083936929702759,1,0,0,1
26955,suncoast roofing,roof replacement company,0.6052385568618774,0.6780522465705872,1,0,0,1
26956,crowler roofing,roofing in fort myers FL,0.6267461776733398,0.7103962898254395,0,0,1,1
26957,american home tech,residential roofing company,0.4995384514331817,0.5073754787445068,1,0,0,1
26958,blue sky roofing,roofers near me,0.5806121230125427,0.6575751304626465,1,0,0,1
26959,roush roofing,residential roofing company,0.6717919707298279,0.7132986783981323,1,0,0,1
26960,20ft metal roof panels,residential metal roofing,0.6661003828048706,0.6655077338218689,0,0,1,1
26961,advanced roofing,roof replacement company,0.5876810550689697,0.7309451103210449,1,0,0,1
26962,app best choice roofing,best roofing company,0.7852237224578857,0.6622183918952942,0,0,1,1
26963,metal roof nation,metal roofing contractor,0.6327399611473083,0.8336687088012695,0,0,1,1
26964,rrca roofing,residential roofing contractor,0.6193923950195312,0.651019811630249,1,0,0,1
26965,contractors near me,roofers near me,0.6213294267654419,0.7080253958702087,1,0,0,1
26966,roof maxx,residential roofing service,0.5154123902320862,0.6136932373046875,0,0,1,1
26967,advanced roofing,roofers near me,0.5937604308128357,0.7309451103210449,1,0,0,1
26968,advanced roofing,roof replacement contractor,0.5732274651527405,0.7309451103210449,1,0,0,1
26969,erie metal roofs,metal roofing contractor,0.6651247143745422,0.8147125244140625,0,0,1,1
26970,all weather roofing,roofing companies near me,0.6211526989936829,0.6571404933929443,1,0,0,1
26971,hoover roofing englewood fl,roofing company englewood FL,0.8204222917556763,0.6977996826171875,0,0,1,1
26972,owens corning duration cool plus shingles,new shingle roof,0.4824985265731811,0.5038561820983887,0,0,1,1
26973,king roofing,roofing companies near me,0.622789740562439,0.6738883256912231,1,0,0,1
26974,superior one roofing,roofing companies near me,0.648154079914093,0.7081772685050964,1,0,0,1
26975,everlast metal roofing,metal roofing company,0.723349928855896,0.8152980804443359,0,0,1,1
26976,allstate exteriors cape coral,roof installation company,0.4350079298019409,0.48109757900238037,0,0,1,1
26977,erie roofing,metal roofing company,0.6680784225463867,0.7477529048919678,0,0,1,1
26978,taylor roofing,residential roofing company,0.6606636643409729,0.7441645264625549,1,0,0,1
26979,moore roofing marco island,roof installation company,0.5160245895385742,0.5582806468009949,0,0,1,1
26980,roof maxx,roof installation company,0.6222629547119141,0.6136932373046875,0,0,1,1
26981,bone dry roofing,residential roofing company,0.4906452298164367,0.6002975702285767,1,0,0,1
26982,rhino roofing,roofing companies near me,0.5348520874977112,0.5889637470245361,1,0,0,1
26983,superior one roofing,roof replacement company,0.6064901351928711,0.7081772685050964,1,0,0,1
26984,frisby roofing,best roofing company,0.7184454798698425,0.7229389548301697,0,0,1,1
26985,erie home,residential roofing company,0.2391024827957153,0.307575523853302,1,0,0,1
26986,cmr roofing,roofing companies near me,0.5758354067802429,0.6728639602661133,1,0,0,1
26987,eagle roof,residential roofing company,0.5549445152282715,0.6060080528259277,1,0,0,1
26988,baker roofing columbus ohio,top roofing company,0.591009259223938,0.7483167052268982,0,0,1,1
26989,legacy roofing,roofing companies near me,0.6324184536933899,0.6713224649429321,1,0,0,1
26990,precision roofing,roofing companies near me,0.6640027165412903,0.6679653525352478,1,0,0,1
26991,5v metal roof,residential metal roofing,0.6797837018966675,0.6991629004478455,0,0,1,1
26992,eagle roofing,roofing companies near me,0.6552592515945435,0.7070881724357605,1,0,0,1
26993,erie metal roof,best metal roofing company,0.6600543260574341,0.7977627515792847,0,0,1,1
26994,kelly roofing,residential roofing company,0.7257430553436279,0.7915600538253784,1,0,0,1
26995,ralph carpenter roofing,residential roofing company,0.6228331327438354,0.7353761196136475,1,0,0,1
26996,erie home metal roof,residential metal roofing,0.7573232054710388,0.7914882898330688,0,0,1,1
26997,erie roofing,top roofing company,0.6487547159194946,0.7477529048919678,0,0,1,1
26998,kelly roofing,roof replacement contractor,0.5881625413894653,0.7915600538253784,1,0,0,1
26999,schwartz roofing,best roofing companies near me,0.6494870185852051,0.6782926321029663,0,0,1,1
27000,crown roofing,residential roofing company,0.5385255813598633,0.635874330997467,1,0,0,1
27001,able roofing,residential roofing contractor,0.6275972127914429,0.7606339454650879,1,0,0,1
27002,erie metal roof,metal roof replacements,0.7365729808807373,0.7977627515792847,0,0,1,1
27003,roush roofing,roofers near me,0.6298359036445618,0.7132986783981323,1,0,0,1
27004,mallory roofing,roofing companies near me,0.5855672955513,0.6908881664276123,1,0,0,1
27005,irc roofing,roofing companies near me,0.6177228689193726,0.696028470993042,1,0,0,1
27006,erie home metal roof,metal roofing company,0.6843838691711426,0.7914882898330688,0,0,1,1
27007,higgins roofing hillsboro ohio,metal roofing near me,0.5425325632095337,0.7259829044342041,0,0,1,1
27008,ja taylor roofing,residential roofing contractor,0.5747051239013672,0.7178812026977539,1,0,0,1
27009,crowther roofing,residential roofing company,0.5534899234771729,0.6473562717437744,1,0,0,1
27010,sunshine roofing,roofers near me,0.5598053932189941,0.6397393345832825,1,0,0,1
27011,schottenstein roofing,roof replacement contractor,0.5212433934211731,0.6761454343795776,1,0,0,1
27012,erie metal roofs,best metal roofing company,0.6928024291992188,0.8147125244140625,0,0,1,1
27013,erie roofing,residential roofers near me,0.6415421962738037,0.7477529048919678,0,0,1,1
27014,all florida weatherproofing,residential roofing contractor,0.23167385160923,0.408899188041687,1,0,0,1
27015,legacy roofing,best roofing company,0.6576569080352783,0.6713224649429321,0,0,1,1
27016,bone dry roofing,roofers near me,0.5501158237457275,0.6002975702285767,1,0,0,1
27017,imperial roofing,residential roofing contractor,0.5461636781692505,0.6640305519104004,1,0,0,1
27018,rrca naples,roofing companies near me,0.2512954473495483,0.3248293101787567,0,0,1,1
27019,eagle roofing,roofing companies near me,0.6552592515945435,0.7070881724357605,1,0,0,1
27020,irc roofing,residential roofing company,0.597070574760437,0.696028470993042,1,0,0,1
27021,behan roofing,residential roofing company,0.6347813606262207,0.6910423636436462,1,0,0,1
27022,powell roofing,roofing contractor powell,0.8551386594772339,0.7628164887428284,0,1,0,1
27023,ridge top exteriors,roofers near me,0.362134724855423,0.5178499817848206,1,0,0,1
27024,imperial roofing,roofing companies near me,0.5926073789596558,0.6640305519104004,1,0,0,1
27025,erie metal roof,metal roofing company,0.6941409707069397,0.7977627515792847,0,0,1,1
27026,erie roofing company,metal roofing company,0.7899858355522156,0.843269407749176,0,0,1,1
27027,iko com,roof replacement company,0.0932774245738983,0.1488722562789917,1,0,0,1
27028,kerrigan roofing,residential roofing company,0.6215944886207581,0.6894670724868774,0,0,1,1
27029,tri county metals,residential metal roofing company,0.5737670660018921,0.5077390670776367,0,0,1,1
27030,panda roofing,certified roofing company,0.4581494629383087,0.5224850177764893,0,0,1,1
27031,j mack roofing,recommended roofers near me,0.602095365524292,0.7334572076797485,0,0,1,1
27032,shamrock roofing,residential roofing contractor,0.548500657081604,0.7078014016151428,1,0,0,1
27033,dc roofing melbourne fl,roofing in melbourne FL,0.801185131072998,0.6105960011482239,0,0,1,1
27034,apc roofing punta gorda,residential roofing company,0.502808690071106,0.5787038803100586,0,0,1,1
27035,erie metal roofs,metal roofing company,0.710932731628418,0.8147125244140625,0,0,1,1
27036,westlake royal roofing,residential roofing company,0.6442215442657471,0.694800078868866,1,0,0,1
27037,universal roofing orlando,reputable roofers near me,0.6484631299972534,0.7347001433372498,0,0,1,1
27038,american home tech,roof replacement contractor,0.2959436774253845,0.5073754787445068,1,0,0,1
27039,imperial roofing,residential roofing companies near me,0.5629619359970093,0.6640305519104004,0,0,1,1
27040,rrca roofing,roofing companies near me,0.5876929759979248,0.651019811630249,1,0,0,1
27041,crown roofing,roofing companies near me,0.5922078490257263,0.635874330997467,0,0,1,1
27042,higgins metal,roofing companies near me,0.1807562410831451,0.4234786629676819,1,0,0,1
27043,larry neese roofing,roofing fort pierce FL,0.5168993473052979,0.7039263248443604,0,0,1,1
27044,suncoast roofing,roofing companies near me,0.6577022075653076,0.6780522465705872,1,0,0,1
27045,higgins roofing,metal roofing company,0.6253323554992676,0.7206367254257202,0,0,1,1
27046,precision roofing,roofing contractors near me,0.5875036716461182,0.6679653525352478,1,0,0,1
27047,paradise roofing,roofing companies near me,0.6759873628616333,0.7332497239112854,1,0,0,1
27048,tag roofing,roof replacement company,0.5496558547019958,0.6912109851837158,1,0,0,1
27049,erie metal roof,residential metal roofing,0.7113274931907654,0.7977627515792847,0,0,1,1
27050,3g home exteriors,residential roofing company,0.3774864673614502,0.41089537739753723,1,0,0,1
27051,apc roofing punta gorda,roofing company punta gorda FL,0.7085450887680054,0.5787038803100586,0,0,1,1
27052,coastal roofing north port reviews,roof installation contractor,0.4952823519706726,0.5690295696258545,0,0,1,1
27053,roman roofing cape coral,roofing company cape coral FL,0.6125034093856812,0.5325618982315063,0,0,1,1
27054,flintlastic roofing,residential roofing contractor,0.4611169695854187,0.6245394945144653,1,0,0,1
27055,top roofing design,residential roofing contractor,0.4934565424919128,0.5937950015068054,1,0,0,1
27056,advanced roofing,roofers near me,0.5937604308128357,0.7309451103210449,1,0,0,1
27057,swihart roofing,roofing in melbourne FL,0.5995720028877258,0.6618300676345825,0,0,1,1
27058,newman roofing,roof replacement contractor,0.5360806584358215,0.7195010781288147,1,0,0,1
27059,evans roofing,residential roofing company,0.687319278717041,0.758413553237915,1,0,0,1
27060,ridgeline roofing vero beach,residential roofing companies near me,0.5138902068138123,0.5631275177001953,0,0,1,1
27061,blue line roofing,local roofing company,0.5673372149467468,0.5954686999320984,0,0,1,1
27062,us roofing group llc,local roofing company,0.7785058617591858,0.835308313369751,0,0,1,1
27063,barnett roofing reviews,best roofing company,0.6816381216049194,0.6106240153312683,0,0,1,1
27064,allstate roofing company,residential roofing company,0.7598817348480225,0.7907630205154419,0,0,1,1
27065,cooper roofing,roof replacement company,0.625169038772583,0.7506557703018188,1,0,0,1
27066,mike's roofing,roofing contractors near me,0.6319635510444641,0.7625437378883362,1,0,0,1
27067,collins roofing,residential roofing company,0.674182116985321,0.739395260810852,1,0,0,1
27068,crown roofing,roofing companies near me,0.5922078490257263,0.635874330997467,1,0,0,1
27069,loyalty roofing,residential roofing company,0.6715998649597168,0.7311496138572693,0,0,1,1
27070,top roofing design,roof replacement contractor,0.4712661206722259,0.5937950015068054,1,0,0,1
27071,island roofing,residential roofing company,0.5668047666549683,0.6326985359191895,1,0,0,1
27072,hoover roofing englewood fl,best roofing companies in my area,0.6371051669120789,0.6977996826171875,0,0,1,1
27073,erie metal roofs,residential metal roofing,0.7469242215156555,0.8147125244140625,0,0,1,1
27074,universal roofing orlando,residential roofing companies near me,0.661563515663147,0.7347001433372498,0,0,1,1
27075,nesser roofing,roof replacement contractor,0.5648179650306702,0.7307708263397217,1,0,0,1
27076,guardian roofing,residential roofing companies near me,0.6084100008010864,0.7423049211502075,0,0,1,1
27077,carlisle roofing,roof replacement company,0.6032353639602661,0.7067351341247559,1,0,0,1
27078,tamko shingles,new shingle roof,0.3859680891036987,0.3012397289276123,0,0,1,1
27079,loyalty roofing,roofers near me,0.6000011563301086,0.7311496138572693,0,0,1,1
27080,titan roofing,roofing companies near me,0.6368980407714844,0.6797384023666382,1,0,0,1
27081,mansard brown metal roof,residential metal roofing,0.7148345708847046,0.729095995426178,0,0,1,1
27082,ridge top exteriors,roofing companies near me,0.3906490206718445,0.5178499817848206,1,0,0,1
27083,collis roofing,residential roofing contractor,0.5070325136184692,0.6538889408111572,1,0,0,1
27084,tim newman roofing,certified roofing company,0.570136547088623,0.6684956550598145,0,0,1,1
27085,mallory roofing,residential roofing company,0.614313006401062,0.6908881664276123,1,0,0,1
27086,total home roofing,roof replacement company,0.5694546699523926,0.7120094895362854,1,0,0,1
27087,m&n roofing,residential roofing contractor,0.6245355606079102,0.757305920124054,1,0,0,1
27088,neese roofing,roof installation company,0.6846871972084045,0.6902761459350586,0,0,1,1
27089,integrity roofing,residential roofing company,0.5834581851959229,0.6843482255935669,0,0,1,1
27090,buckeye roofing,roof replacement contractor,0.4764262735843658,0.6525935530662537,1,0,0,1
27091,new roof $99 a month,roofing payment plans,0.6592327356338501,0.7122452855110168,0,0,1,1
27092,erie roofing,roof replacement company,0.6373615264892578,0.7477529048919678,0,0,1,1
27093,lucas roofing,roofing companies near me,0.6500842571258545,0.7238651514053345,1,0,0,1
27094,nascar roofing,residential roofing company,0.4907391667366028,0.6162164211273193,1,0,0,1
27095,epic roofing,roof replacement contractor,0.5185747742652893,0.7396677732467651,1,0,0,1
27096,black top companies near me,roofing contractors near me,0.4262187480926513,0.42719146609306335,1,0,0,1
27097,reparacion de techos de casas,residential roofing service,0.3349435329437256,0.3708333373069763,0,0,1,1
27098,panda roofing,roofing companies near me,0.4988816380500793,0.5224850177764893,1,0,0,1
27099,irc roofing,residential roofing contractor,0.5959257483482361,0.696028470993042,1,0,0,1
27100,alexander roofing,roofing companies near me,0.6999120712280273,0.7616176605224609,1,0,0,1
27101,collins roofing,roof replacement contractor,0.5741724967956543,0.739395260810852,1,0,0,1
27102,royal roofing,residential roofing company,0.7095866203308105,0.7502858638763428,1,0,0,1
27103,five star roofing wrong house,residential roofing company,0.5135219693183899,0.612760066986084,1,0,0,1
27104,legacy roofing,local roofing company,0.6464784741401672,0.6713224649429321,0,0,1,1
27105,guardian roofing,roofing contractors near me,0.5705887675285339,0.7423049211502075,1,0,0,1
27106,advanced roofing,roof replacement company,0.5876810550689697,0.7309451103210449,1,0,0,1
27107,klaus roofing,roofing contractors near me,0.5095193982124329,0.6785831451416016,1,0,0,1
27108,5 v crimp metal roof,residential metal roofing,0.5844693183898926,0.5721242427825928,0,0,1,1
27109,muller roofing,residential roofing contractor,0.5278623104095459,0.6866244077682495,1,0,0,1
27110,universal roofing,top roofing company,0.6500850915908813,0.7178633213043213,0,0,1,1
27111,tim newman roofing,roofing in columbus OH,0.5766379833221436,0.6684956550598145,0,0,1,1
27112,winter park roofing,roofing winter park FL,0.9477007389068604,0.6619675159454346,0,0,1,1
27113,mb roofing vero beach,best residential roofing companies near me,0.5780146718025208,0.6768851280212402,0,0,1,1
27114,erie metal roofs,new metal roofing,0.7636784911155701,0.8147125244140625,0,0,1,1
27115,ams fort myers,roofing company fort myers FL,0.5383731126785278,0.26699569821357727,0,0,1,1
27116,ledgewood roofing,roofing companies near me,0.6175346374511719,0.6398311853408813,0,0,1,1
27117,erie metal roofs,metal roofing company,0.710932731628418,0.8147125244140625,0,0,1,1
27118,gutter company near me,roofing companies near me,0.6397271156311035,0.6302741765975952,1,0,0,1
27119,suncoast roofing,roofing companies near me,0.6577022075653076,0.6780522465705872,1,0,0,1
27120,crowther roofing,residential roofing contractor,0.5393610000610352,0.6473562717437744,1,0,0,1
27121,irc roofing,residential roofing company,0.597070574760437,0.696028470993042,1,0,0,1
27122,waterproof roof,roof replacement contractor,0.4626780450344085,0.5874051451683044,1,0,0,1
27123,metal roof painters near me,metal roofing company,0.723774790763855,0.8077127933502197,0,0,1,1
27124,free roofs for veterans,roof replacement company,0.517500102519989,0.6161293983459473,1,0,0,1
27125,kirkey roofing,roofing companies near me,0.6696774959564209,0.7116193771362305,1,0,0,1
27126,atlas roofing shingles,new shingle roof,0.7093824148178101,0.5832405090332031,0,0,1,1
27127,klaus roofing,roof replacement contractor,0.5072144269943237,0.6785831451416016,1,0,0,1
27128,universal roofing,residential roofing contractor,0.6154611110687256,0.7178633213043213,1,0,0,1
27129,boral metal roofing,residential metal roofing,0.7244441509246826,0.6862948536872864,0,0,1,1
27130,erie home metal roof,new metal roofing,0.7479976415634155,0.7914882898330688,0,0,1,1
27131,mueller roofing,roofing companies near me,0.6218012571334839,0.6923927068710327,1,0,0,1
27132,davinci roof shingles,new shingle roof,0.6212849617004395,0.5983767509460449,0,0,1,1
27133,ledgewood roofing,roofing companies near me,0.6175346374511719,0.6398311853408813,1,0,0,1
27134,erie home metal roof,best metal roofing company,0.6714884042739868,0.7914882898330688,0,0,1,1
27135,david keefe roofing,roof replacement contractor,0.5881695747375488,0.7330580949783325,1,0,0,1
27136,legacy roofing,roof replacement contractor,0.5205464363098145,0.6713224649429321,1,0,0,1
27137,home roofing inc,roofing companies near me,0.7741750478744507,0.8762699961662292,1,0,0,1
27138,titan roofing,residential roofing company,0.6105654239654541,0.6797384023666382,1,0,0,1
27139,schottenstein roofing,roofing contractors near me,0.5302623510360718,0.6761454343795776,1,0,0,1
27140,eagle roofing venice fl,roofing company venice FL,0.8168817162513733,0.689338207244873,0,0,1,1
27141,advanced roofing,residential roofing company,0.6692726612091064,0.7309451103210449,1,0,0,1
27142,kelly roofing naples fl,roofing company naples FL,0.8497312664985657,0.7425172924995422,0,0,1,1
27143,cmr roofing naples fl,roofing company naples FL,0.7985944747924805,0.6912734508514404,0,0,1,1
27144,premier roofing,roofing contractors near me,0.687437891960144,0.814143180847168,1,0,0,1
27145,cmr roofing bonita springs fl,roofers bonita springs FL,0.8289085626602173,0.6762373447418213,0,0,1,1
27146,us metal roof,metal roofing company,0.7348310947418213,0.8289375901222229,0,0,1,1
27147,everlast metal roofing,metal roofing experts,0.819586455821991,0.8152980804443359,0,0,1,1
27148,smoot hull,roofing companies near me,0.0971627309918403,0.23664823174476624,1,0,0,1
27149,groveland roofing,roofers near me,0.6302618980407715,0.7082827091217041,0,0,1,1
27150,suncoast roofing,residential roofing company,0.5999910831451416,0.6780522465705872,1,0,0,1
27151,panda roofing,residential roofing contractor,0.4258129894733429,0.5224850177764893,1,0,0,1
27152,nakoma roofing & construction,residential roofers in my area,0.588442325592041,0.6865803003311157,0,0,1,1
27153,gaf roofing shingles,new shingle roof,0.7536628842353821,0.6000049710273743,0,0,1,1
27154,erie roofing,best roofing companies near me,0.6633374691009521,0.7477529048919678,0,0,1,1
27155,roof flashing,roofers near me,0.4748238325119018,0.5378254652023315,1,0,0,1
27156,baker roofing,roof replacement contractor,0.5463591814041138,0.7130309343338013,1,0,0,1
27157,mike's roofing,roof replacement contractor,0.5358009338378906,0.7625437378883362,1,0,0,1
27158,gaf roofing shingles,new shingle roof,0.7536628842353821,0.6000049710273743,0,0,1,1
27159,empire roofing,roofing contractors near me,0.5572069883346558,0.6724925637245178,1,0,0,1
27160,ridge valley exteriors,roof replacement company,0.3446518182754516,0.4570862054824829,1,0,0,1
27161,apex roofing bbb,best roofing contractor,0.5539005994796753,0.665079653263092,0,0,1,1
27162,roofing warranty,residential roofing contractor,0.5848493576049805,0.6745821237564087,1,0,0,1
27163,m&n roofing,residential roofing company,0.6917436718940735,0.757305920124054,1,0,0,1
27164,bryant roofing labelle,roofing company labelle,0.7041553258895874,0.5969918966293335,0,0,1,1
27165,klaus roofing of ohio,roofing contractors near me,0.6306322813034058,0.74537593126297,1,0,0,1
27166,arac roof it forward,roof replacement contractor,0.3555560708045959,0.518815279006958,1,0,0,1
27167,newman roofing,roofers near me,0.5976643562316895,0.7195010781288147,1,0,0,1
27168,certainteed landmark shingles,new shingle roof,0.5232652425765991,0.440401554107666,0,0,1,1
27169,roofing materials,roof replacement company,0.5326732397079468,0.6743195056915283,1,0,0,1
27170,universal roofing,roof replacement contractor,0.5585412979125977,0.7178633213043213,1,0,0,1
27171,guardian roofing,residential roofing contractor,0.6132276058197021,0.7423049211502075,1,0,0,1
27172,papa's roofing,best roofing companies in my area,0.7078999280929565,0.7508786916732788,0,0,1,1
27173,allstate roofing reviews,roof installation company,0.6667530536651611,0.6612437963485718,0,0,1,1
27174,roofing materials,roof replacement contractor,0.4936674237251282,0.6743195056915283,1,0,0,1
27175,legacy roofing,roofing companies near me,0.6324184536933899,0.6713224649429321,1,0,0,1
27176,exterior contractors,roofing contractors near me,0.6170442700386047,0.7370621562004089,1,0,0,1
27177,jc roofing,residential roofing company,0.6951056122779846,0.7849883437156677,1,0,0,1
