,Search term,Keyword,Added/Excluded,Similarity Score,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match
26209,paradise roofing,roof replacement company,1,0.6085430383682251,1,0,0
26210,gateway roofing,residential roofing company,1,0.5820268988609314,1,0,0
26211,josh roofing,best roofing companies near me,1,0.4251709580421448,0,0,1
26212,mueller roofing,residential roofing company,1,0.6155563592910767,1,0,0
26213,neese roofing,roof replacement company,1,0.6032945513725281,0,0,1
26214,fema roof assistance,roof replacement contractor,1,0.5474531650543213,1,0,0
26215,renegade roofing,roofing companies near me,1,0.6710663437843323,1,0,0
26216,apple roofing punta gorda,roofing punta gorda FL,1,0.7711824178695679,0,0,1
26217,aztec roofing,roofing contractors near me,1,0.5385503172874451,1,0,0
26218,certainteed landmark shingles,new shingle roof,1,0.5232652425765991,0,0,1
26219,pinnacle roofing,roof replacement contractor,1,0.5187926888465881,1,0,0
26220,renegade roofing,roof replacement contractor,1,0.6031466126441956,1,0,0
26221,bone dry roofing,roofing companies near me,1,0.5433965921401978,1,0,0
26222,erie home,residential roofing contractor,1,0.17413876950740814,1,0,0
26223,metal roof nation,metal roofing company,1,0.7169594168663025,0,0,1
26224,apc roofing,residential roofing company,1,0.5660541653633118,1,0,0
26225,kerrigan roofing,roof replacement company,1,0.5977678298950195,1,0,0
26226,hail damaged roof repair 78261,roof specialist,1,0.45336344838142395,0,0,1
26227,roof repair 78260,roofing contractor san antonio,1,0.5847389101982117,0,1,0
26228,roofing innisfail,roof installation service,1,0.6312523484230042,0,0,1
26229,aa roofing san antonio,roofing contractors,1,0.6427704095840454,0,0,1
26230,platinum roofing,residential roofing contractor,1,0.5427099466323853,1,0,0
26231,ch roofing,residential roofing company,1,0.6838889122009277,1,0,0
26232,decra stone coated steel shingles,home roofing,1,0.5205630660057068,0,0,1
26233,accu rite roofing san antonio,roofing companies around me,1,0.6985654830932617,0,0,1
26234,blue island roofing,roofing company in calgary,1,0.5519697666168213,0,0,1
26235,roof repair 78260,local roofing,1,0.6042835712432861,0,0,1
26236,hardie board installers calgary,roofing company in calgary,1,0.5600886940956116,1,0,0
26237,tiger roofing,residential roofing company,1,0.5917056798934937,1,0,0
26238,hail damaged roof repair 78261,roof experts,1,0.5264501571655273,0,0,1
26239,accu rite roofing san antonio,best roofing company,1,0.6707960367202759,0,0,1
26240,cape coral roofing and sheet metal,home metal roofing,1,0.7616534233093262,0,0,1
26241,a class roofing and renovations,residential roofing company,1,0.6205803751945496,1,0,0
26242,chimney roof repair near me,roofing in my area,1,0.6857426166534424,0,0,1
26243,best roofing reviews,best roofing company,1,0.8278282284736633,0,0,1
26244,blue island roofing,roofing construction company,1,0.5691385269165039,0,0,1
26245,gaf slate shingles,new shingle roof,1,0.6471108794212341,0,0,1
26246,roof,residential roofing company,1,0.6020240187644958,1,0,0
26247,class 4 roofing shingles,architectural shingle roofing,1,0.6834150552749634,0,0,1
26248,roof inspection 78258,roofer san antonio,1,0.5245625972747803,0,0,1
26249,are steel roofs expensive,house metal roofing,1,0.5942612886428833,0,0,1
26250,beyond roofing,roofing company in calgary,1,0.5070357322692871,1,0,0
26251,terracotta roof near me,roofing near me,1,0.6955342292785645,0,0,1
26252,roofing contractor 78163,roof installer,1,0.6869689226150513,0,0,1
26253,blue island roofing,certified roofing company,1,0.6093337535858154,0,0,1
26254,red seal roofing lethbridge,roofing company service,1,0.47439441084861755,0,0,1
26255,western roofing calgary,roofing in calgary,1,0.9023248553276062,0,0,1
26256,bock roofing,licensed roofing company,1,0.5757746696472168,0,0,1
26257,roof repair 78266,local roofing,1,0.596911609172821,0,0,1
26258,tiger roofing,residential roofing company,1,0.5917056798934937,0,0,1
26259,blue island roofing,professional roof company,1,0.6595826148986816,0,0,1
26260,beyond roofing,residential roofing company,1,0.6105762720108032,1,0,0
26261,angel roofing,residential roofing company,1,0.6202988624572754,1,0,0
26262,advanced level roofing calgary,roofer calgary,1,0.7893779873847961,0,0,1
26263,shingles calgary,residential roofing company,1,0.3592449426651001,1,0,0
26264,red seal roofing lethbridge,shingle roofing company,1,0.4786161482334137,0,0,1
26265,guns and hoses calgary,roof installation service,1,0.1637265533208847,0,0,1
26266,roof repair 78260,residential roofing company,1,0.5814526677131653,0,0,1
26267,best roofing for flat roofs,best roofing,1,0.7896546721458435,0,0,1
26268,hail damaged roof repair 78257,roofer san antonio,1,0.47360193729400635,0,0,1
26269,a clark roofing,residential roofing contractor,1,0.5860360264778137,1,0,0
26270,roof starter strip installation,roof shingles installation,1,0.5561283230781555,0,0,1
26271,kelly's roofing,metal roof installers,1,0.5255314707756042,0,0,1
26272,blue island roofing,best roofing company,1,0.6382319927215576,0,0,1
26273,arkitakt roofing,residential roofing company,1,0.6382234692573547,1,0,0
26274,10 ft galvanized steel corrugated roof panel,home metal roofing,1,0.642217755317688,0,0,1
26275,kelly's roofing,metal roofing contractor,1,0.5636528730392456,0,0,1
26276,all season roofing,local roofing company,1,0.5675727128982544,0,0,1
26277,unico roofing,residential roofing company,1,0.6064782738685608,1,0,0
26278,rubber roofing rolls for sale,residential rubber roofing,1,0.6813186407089233,0,0,1
26279,tile roof repair calgary,roofing in calgary,1,0.793020486831665,0,0,1
26280,roof repair 78260,local residential roofers,1,0.5973056554794312,0,0,1
26281,a class roofing and renovations,roofing company in calgary,1,0.5430493354797363,1,0,0
26282,cool metal roofing,home roofing,1,0.6084594130516052,0,0,1
26283,roofing contractor 78163,roof specialist,1,0.7047925591468811,0,0,1
26284,accu rite roofing san antonio,top rated roofing contractor,1,0.5738353133201599,0,0,1
26285,central roofing,roofing company nearby,1,0.625991702079773,0,0,1
26286,guns and hoses calgary,residential roofing company,1,0.27709466218948364,0,0,1
26287,roof vents calgary,calgary roofing,1,0.7159479856491089,0,0,1
26288,liberty roofing,residential roofing contractor,1,0.5727062225341797,1,0,0
26289,copper roofing,home roofing,1,0.6629210114479065,0,0,1
26290,roof repair 78266,home roofing company,1,0.5974525213241577,0,0,1
26291,toronto metal roofing,metal roofing service,1,0.794725239276886,0,0,1
26292,platinum roofing,residential roofing company,1,0.5714191794395447,1,0,0
26293,alberta roofing com,local roofing company,1,0.8047354817390442,0,0,1
26294,troysteel roofing company,metal roofing service,1,0.6763083934783936,0,0,1
26295,blue island roofing,top roofing company,1,0.6057621240615845,0,0,1
26296,best roofing material,residential roofing company,1,0.49411943554878235,1,0,0
26297,roof for patio,residential roofing company,1,0.4835645258426666,1,0,0
26298,guns and hoses calgary,professional roof company,1,0.28280699253082275,0,0,1
26299,roofing tiles,residential roofing company,1,0.5781638622283936,1,0,0
26300,vernon roofers,roofing contractor around me,1,0.574187159538269,0,0,1
26301,tiger roofing,roofing company nearby,1,0.6140933036804199,0,0,1
26302,central roofing,residential roofing company,1,0.6315397024154663,1,0,0
26303,owens corning supreme,home roofing,1,0.2082698792219162,0,0,1
26304,roof repair 78266,roofing companies around me,1,0.5799670219421387,0,0,1
26305,hail damaged roof repair 78261,roofing contractors,1,0.44328856468200684,0,0,1
26306,guns and hoses calgary,roofing company service,1,0.23860344290733337,0,0,1
26307,malarkey shingles,home roofing,1,0.30875134468078613,0,0,1
26308,a class roofing,residential roofing company,1,0.6363050937652588,1,0,0
26309,meerkat roofing,residential roofing company,1,0.44478118419647217,1,0,0
26310,advantage roofing & exteriors inc reviews,roofing contractor,1,0.5412018299102783,0,0,1
26311,victor roofing,roofing company in my area,1,0.7001928687095642,0,0,1
26312,one touch roofing llc,roofing company michigan,1,0.7457653880119324,0,0,1
26313,provia metal roofing,residential metal roofing,1,0.7821436524391174,0,0,1
26314,gold medal roofing,metal roofing company,1,0.6038638353347778,1,0,0
26315,alltech roof repairs,roofing contractors near me,1,0.592866063117981,1,0,0
26316,mcdonald roofing,residential roofing contractor,1,0.5980877876281738,1,0,0
26317,erie roofing,roofing companies near me,1,0.675536036491394,0,0,1
26318,victors roofing,roof replacement company,1,0.6818646192550659,0,0,1
26319,d&d roofing fremont mi,roofing company michigan,1,0.6762763261795044,0,0,1
26320,metal roof nation,metal roofing,1,0.7778462171554565,0,0,1
26321,snow removal from roofs near me,roofing contractors near me,1,0.5583451986312866,1,0,0
26322,d&d roofing fremont mi,roofing company,1,0.5874705910682678,0,0,1
26323,roach roofing,roofing contractor,1,0.4831300377845764,0,0,1
26324,erie roofing reviews,roofing company,1,0.5816588401794434,0,0,1
26325,victors home solutions reviews,roofing company,1,0.32164132595062256,0,0,1
26326,victor roofing,roofing company,1,0.7382311820983887,0,0,1
26327,tpo roofing,roofing company,1,0.5657120943069458,0,0,1
26328,sherriff goslin roofing,roofing contractors near me,1,0.5152295827865601,1,0,0
26329,victor roofing company,roofing company,1,0.8230478763580322,0,0,1
26330,roof snow removal near me,roofing companies near me,1,0.5956231951713562,1,0,0
26331,victor roofing,metal roofing company,1,0.6895822286605835,0,0,1
26332,area roofers,roofing contractor in my area,1,0.7593079805374146,0,1,0
26333,alcor roofing,roofing companies near me,1,0.6078227758407593,0,0,1
26334,spencer roofing,roofing companies near me,1,0.6613708734512329,1,0,0
26335,gold medal roofing company,roofing contractor near me,1,0.5922853350639343,0,0,1
26336,roach roofing,roofing contractor,1,0.4831300377845764,0,0,1
26337,mark baker roofing,roofing contractor,1,0.6498427391052246,0,0,1
26338,moire black shingles,architectural shingle roofing,1,0.4038529694080353,0,0,1
26339,commercial roofing companies near me,roofing company in my area,1,0.8869837522506714,0,0,1
26340,erie metal roofs,metal roofing near me,1,0.7739393711090088,0,0,1
26341,victor roofing,roofing contractor,1,0.6535218954086304,0,0,1
26342,carlisle roofing,roofing companies,1,0.6788395643234253,1,0,0
26343,above roofing,roofing contractors,1,0.5981552600860596,1,0,0
26344,commercial roofing services,roofing company,1,0.8300663232803345,0,0,1
26345,sherriff goslin roofing,licensed roofing company,1,0.5994132161140442,0,0,1
26346,certainteed designer shingles,architectural shingle roofing,1,0.5975303649902344,0,0,1
26347,exterior home repair contractors near me,roofing contractors near me,1,0.780231773853302,1,0,0
26348,wimsatt,roofing companies near me,1,0.07231937348842621,1,0,0
26349,joseph james enterprises reviews,home roofing company,1,0.32624948024749756,0,0,1
26350,centimark roofing,roofing company in my area,1,0.627811074256897,0,0,1
26351,veenkamp roofing and siding reviews,roofing company michigan,1,0.5119282603263855,0,0,1
26352,mark baker roofing,roofing company in my area,1,0.662116289138794,0,0,1
26353,victor's home solutions,roofing companies,1,0.41814181208610535,1,0,0
26354,armored roofing,roofing company,1,0.5630882978439331,0,0,1
26355,erie metal roofs,metal roofing,1,0.7914434671401978,0,0,1
26356,metal roof nation,roofing company,1,0.5782176852226257,0,0,1
26357,sherriff goslin locations,professional roofing contractor,1,0.104472316801548,0,0,1
26358,mcdonald roofing,roofing company,1,0.7295523881912231,0,0,1
26359,montell construction grand rapids,roofing companies near me,1,0.37371453642845154,1,0,0
26360,lake michigan construction,roofing contractors,1,0.36344489455223083,1,0,0
26361,metal roof nation reviews,metal roofing companies near me,1,0.7191307544708252,1,0,0
26362,renaissance roofing,roofing companies near me,1,0.6569135189056396,1,0,0
26363,armored roofing,roofing companies near me,1,0.5533558130264282,1,0,0
26364,sherriff goslin roofing,roofing company in my area,1,0.5980274677276611,0,0,1
26365,reurink metal,metal roofing companies near me,1,0.3570205867290497,0,0,1
26366,roach roofing,roofing contractor in my area,1,0.4407733082771301,0,0,1
26367,advantage roofing,roofing contractors near me,1,0.4712422490119934,1,0,0
26368,roof maxx,certified roofing company,1,0.5871017575263977,0,0,1
26369,mills siding and roofing reviews,roofing company,1,0.5664615631103516,0,0,1
26370,tpo roofing,roofing companies,1,0.6273360252380371,0,0,1
26371,roach home improvement,roofing contractors near me,1,0.27815186977386475,1,0,0
26372,victor's roofing,roofing company,1,0.766715943813324,0,0,1
26373,home repair services near me,roofing contractors near me,1,0.5917468667030334,1,0,0
26374,melvin belk roofing reviews,roofing companies near me,1,0.5627583265304565,1,0,0
26375,victors home solutions reviews,roofing company,1,0.32164132595062256,0,0,1
26376,mikalan roofing,roofing companies,1,0.6805946826934814,1,0,0
26377,jd chandler roofing,roofing in michigan,1,0.5719542503356934,0,0,1
26378,alcor roofing,roofing contractor,1,0.564635157585144,0,0,1
26379,legacy roofing and restoration,roofing companies,1,0.6352720260620117,1,0,0
26380,erie metal roofs,roofing company,1,0.5431268811225891,0,0,1
26381,who to call for water leak in ceiling near me,roofing companies near me,1,0.333806574344635,1,0,0
26382,better choice roofing,roofing companies,1,0.7624917030334473,1,0,0
26383,lyster roofing,certified roofing company,1,0.6567561626434326,0,0,1
26384,division 7 roofing kalamazoo,roofing company michigan,1,0.7215301394462585,0,0,1
26385,legacy roofing and restoration,metal roofing contractor,1,0.5063309669494629,1,0,0
26386,erie metal roofs reviews,roofing company,1,0.5293136239051819,0,0,1
26387,summit roofing,roofing company,1,0.685143232345581,0,0,1
26388,risner roofing lowell mi,roofing contractor,1,0.5589690208435059,0,0,1
26389,trident roofing,roofing companies,1,0.6962668895721436,1,0,0
26390,rudan roofing,roofing companies near me,1,0.5989912748336792,1,0,0
26391,roof sharks,roofing contractors,1,0.39621472358703613,1,0,0
26392,advanced level roofing calgary,roofing construction company,1,0.5968614816665649,0,0,1
26393,leigh's roofing,residential roofing company,1,0.7033606171607971,1,0,0
26394,best roofing material for a low pitch roof,residential roofing company,1,0.474698543548584,1,0,0
26395,roofmart hours,roofing company in calgary,1,0.49234533309936523,1,0,0
26396,freeze maxwell,roofing company in calgary,1,0.09624666720628738,1,0,0
26397,roof repair 78260,roofing companies around me,1,0.5901565551757812,0,0,1
26398,southern roofing,residential roofing company,1,0.6008162498474121,1,0,0
26399,robertson roofing,residential roofing company,1,0.6764630079269409,1,0,0
26400,a clark roofing,roofing company in calgary,1,0.6689288020133972,1,0,0
26401,roof mart,residential roofing contractor,1,0.5203047394752502,1,0,0
26402,meerkat roofing,roofing company in calgary,1,0.43665236234664917,1,0,0
26403,beyond roofing,residential roofing contractor,1,0.6437370181083679,1,0,0
26404,alberta roofing com,roofing contractor,1,0.6583091020584106,0,0,1
26405,never roof again,residential roofing company,1,0.4468306303024292,1,0,0
26406,sunwest roofing,residential roofing company,1,0.7414960861206055,1,0,0
26407,patti roofing,local roof replacement,1,0.5129557251930237,0,0,1
26408,roof leak detection near me,roofing company service,1,0.4627175033092499,0,0,1
26409,bravo roofing reviews,roofers roofing contractors,1,0.5649710297584534,0,0,1
26410,lion heart roofing,residential roofing company,1,0.5031723976135254,1,0,0
26411,alberta roofing com,roofing company service,1,0.7230685949325562,0,0,1
26412,sheet metal roofing,house metal roofing,1,0.8799583911895752,0,0,1
26413,guns and hoses calgary,roofing contractor,1,0.22682712972164154,0,0,1
26414,hail damaged roof repair 78261,roof replacement,1,0.6225661635398865,0,0,1
26415,advanced level roofing calgary,roofing company service,1,0.588367223739624,0,0,1
26416,troysteel roofing company,best roofing company,1,0.7305132150650024,0,0,1
26417,all season roofing,residential roofing company,1,0.5388872027397156,1,0,0
26418,roofing contractor 78163,top rated roofing company,1,0.5913527011871338,0,0,1
26419,roof repair 78260,roofing contractors,1,0.6047077178955078,0,0,1
26420,affordable roofing,residential roofing company,1,0.6444184184074402,1,0,0
26421,tiger roofing,roofing company service,1,0.5517573356628418,0,0,1
26422,green sky roofing,roofing company in calgary,1,0.5433129072189331,1,0,0
26423,top gun roofing,residential roofing company,1,0.5853312015533447,1,0,0
26424,crowther roofing,roofers near me,1,0.5778052806854248,1,0,0
26425,blackburn roofing naples fl,roofers in naples FL,1,0.8220782279968262,0,0,1
26426,gaf roofing shingles,new shingle roof,1,0.7536628842353821,0,0,1
26427,fabrel,metal roofing company,1,0.12914365530014038,0,0,1
26428,everlast metal roofing,best metal roofing company,1,0.7745802402496338,0,0,1
26429,www sextonroofing com reviews,best roofing company,1,0.3150506913661957,0,0,1
26430,taylor roofing,roofers near me,1,0.6348371505737305,1,0,0
26431,total home roofing,roofing companies near me,1,0.6312064528465271,1,0,0
26432,cuanto cuesta un techo de metal,residential metal roofing,1,0.28244107961654663,0,0,1
26433,panda roofing,residential roofing company,1,0.46174561977386475,1,0,0
26434,gaf roof shingles,new shingle roof,1,0.7100091576576233,0,0,1
26435,cason roofing springfield ohio,roof replacement company,1,0.49810200929641724,0,0,1
26436,erie roofing,residential roofing companies near me,1,0.6269368529319763,0,0,1
26437,devlin roofing marco island fl,roofing company marco island,1,0.7960124015808105,0,0,1
26438,larry neese roofing,residential roofers in my area,1,0.5895286202430725,0,0,1
26439,desantis roofing,residential roofing company,1,0.5951837301254272,1,0,0
26440,pioneer roofing,residential roofing company,1,0.6083154082298279,1,0,0
26441,a1 roofing,residential roofing company,1,0.6169854402542114,1,0,0
26442,cmr roofing bonita springs fl,roofing company bonita springs,1,0.8081375360488892,0,0,1
26443,rhino roofing,residential roofing company,1,0.5181764364242554,0,0,1
26444,monarch roofing,residential roofing contractor,1,0.5410988926887512,1,0,0
26445,dahm roofing,roof replacement contractor,1,0.4908229410648346,1,0,0
26446,renegade roofing,residential roofing contractor,1,0.6389511823654175,1,0,0
26447,empire roofing,roofing companies near me,1,0.6120016574859619,1,0,0
26448,roman roofing,roofers near me,1,0.5436638593673706,1,0,0
26449,legacy roofing,residential roofing company,1,0.6405729055404663,1,0,0
26450,d&g roofing,residential roofing contractor,1,0.6409132480621338,1,0,0
26451,american home tech,residential roofing contractor,1,0.3964185118675232,1,0,0
26452,free roofing programs,roof replacement company,1,0.5816857218742371,1,0,0
26453,copeland roofing,residential roofing company,1,0.6839383840560913,1,0,0
26454,rhino roofing,residential roofing company,1,0.5181764364242554,1,0,0
26455,collins roofing,roof replacement company,1,0.6357978582382202,1,0,0
26456,phinney roofing,roof replacement contractor,1,0.579170823097229,1,0,0
26457,tim newman roofing,residential roofing company,1,0.5375992059707642,0,0,1
26458,apc roofing punta gorda,roofing punta gorda FL,1,0.8520556092262268,0,0,1
26459,cmr naples fl,roofing company naples FL,1,0.5304856300354004,0,0,1
26460,apc roofing,roof replacement company,1,0.5396965742111206,1,0,0
26461,a+ roofing,roofing companies near me,1,0.5705518126487732,1,0,0
26462,john stokes roofing,residential roofing companies near me,1,0.5177661180496216,0,0,1
26463,mb roofing vero beach,roofing company vero beach FL,1,0.8020578622817993,0,0,1
26464,epic roofing,residential roofing company,1,0.6252986192703247,0,0,1
26465,companias de roofing en houston,residential roofing company,1,0.7941188216209412,1,0,0
26466,absolute roofing,roof replacement company,1,0.491851270198822,1,0,0
26467,mb roofing vero beach,local roofing company,1,0.6348676085472107,0,0,1
26468,copeland roofing,roofers near me,1,0.6630523204803467,1,0,0
26469,fema roof assistance,roof replacement contractor,1,0.5474531650543213,1,0,0
26470,erie roofing,residential roofing service,1,0.6324512958526611,0,0,1
26471,champion steel roofing,metal roofing company,1,0.7108270525932312,0,0,1
26472,cooper roofing,roofing companies near me,1,0.6647396087646484,1,0,0
26473,tamko shingles,new shingle roof,1,0.38596808910369873,0,0,1
26474,erie metal roofs,residential metal roofing company,1,0.6776390075683594,0,0,1
26475,avondale roofing services 111 foredrove lane 07977762632,roof replacement services,1,0.6508509516716003,0,0,1
26476,new roof $99 a month,new roof installation,1,0.5775151252746582,0,0,1
26477,roofing warranty,residential roofing company,1,0.6003557443618774,1,0,0
26478,neese roofing,roofing fort pierce FL,1,0.5206015706062317,0,0,1
26479,georgiametals com,metal roofing company,1,0.41914308071136475,0,0,1
26480,tamko heritage architectural shingles,new shingle roof,1,0.6046798825263977,0,0,1
26481,mb roofing vero beach,roofers in vero beach FL,1,0.8071824312210083,0,0,1
26482,arac roof it forward,roof replacement company,1,0.3985539376735687,1,0,0
26483,alliance roofing,roofers near me,1,0.655775785446167,1,0,0
26484,compañías de roofing,residential roofing company,1,0.736009955406189,1,0,0
26485,summit roofing,residential roofing company,1,0.6732835173606873,0,0,1
26486,kerrigan roofing,residential roofers in my area,1,0.591659665107727,0,0,1
26487,precision roofing,residential roofing contractor,1,0.5869235992431641,1,0,0
26488,roof maxx,roof installation company,1,0.6222629547119141,0,0,1
26489,roofing materials,roof replacement company,1,0.5326732397079468,1,0,0
26490,heart roofing,roofing companies near me,1,0.3967163562774658,1,0,0
26491,ridgeline roofing vero beach,roofing company vero beach FL,1,0.6885881423950195,0,0,1
26492,blue sky roofing,residential roofing company,1,0.6288715600967407,1,0,0
26493,powell roofing company,roofing powell OH,1,0.8119711875915527,0,1,0
26494,precision roofing,residential roofing company,1,0.594794511795044,1,0,0
26495,kerrigan roofing,best residential roofing companies near me,1,0.6038649082183838,0,0,1
26496,kirkey roofing venice fl,roofing company venice FL,1,0.811497688293457,0,0,1
26497,metal roof nation,metal roofing company,1,0.7169594168663025,0,0,1
26498,universal roofing,roofers near me,1,0.5842010378837585,1,0,0
26499,lloyd roofing,residential roofing company,1,0.6130180358886719,1,0,0
26500,liberty roofing,residential roofing company,1,0.6510370969772339,1,0,0
26501,total home roofing,roofers near me,1,0.5435266494750977,1,0,0
26502,better choice roofing,roofing companies,1,0.7624917030334473,0,0,1
26503,risner roofing lowell mi,roofing contractor near me,1,0.5692355632781982,0,0,1
26504,victors roofing,roofing company,1,0.7292792797088623,0,0,1
26505,best flat roof contractors near me,roofing company near me,1,0.7725088596343994,0,0,1
26506,cmr roofing florida,roofing company,1,0.618524432182312,0,0,1
26507,trident roofing,roofing contractor in my area,1,0.5760948657989502,0,0,1
26508,malarkey shingles,architectural shingle roofing,1,0.3901060223579407,0,0,1
26509,patriot roofing,roofing companies near me,1,0.5957921743392944,1,0,0
26510,avalon building concepts,roofing company,1,0.30991384387016296,0,0,1
26511,above roofing,roofing companies near me,1,0.5913870334625244,1,0,0
26512,gold medal roofing,metal roofing contractor,1,0.6032703518867493,1,0,0
26513,premier roofing and exteriors reviews,roofing contractor,1,0.5739951133728027,0,0,1
26514,trident roofing,roofing companies near me,1,0.6378079056739807,0,0,1
26515,melvin belk roofing reviews,roofing companies,1,0.6003512144088745,0,0,1
26516,above roofing,roofing companies,1,0.6206520795822144,1,0,0
26517,division 7 roofing kalamazoo,roofing company,1,0.63511061668396,0,0,1
26518,mark baker roofing,certified roofing company,1,0.6573339700698853,0,0,1
26519,mills siding and roofing kalamazoo mi,roofing company,1,0.5937254428863525,0,0,1
26520,avalon roofing and exteriors reviews,home roofing company,1,0.5098156929016113,0,0,1
26521,metal roof for 2 12 pitch,metal roofing near me,1,0.6012521386146545,0,0,1
26522,commercial metal roofing contractors near me,roofing company near me,1,0.797694981098175,0,0,1
26523,certainteed landmark shingles warranty,shingle roofing company,1,0.6374412775039673,1,0,0
26524,sherriff goslin roofing,shingle roofing company,1,0.6137189269065857,1,0,0
26525,kangaroof reviews,roofing company,1,0.14404217898845673,0,0,1
26526,one touch roofing llc,certified roofing company,1,0.7815427780151367,0,0,1
26527,commercial roofing company near me,roofing company in my area,1,0.918207049369812,0,0,1
26528,advantage roofing & exteriors inc reviews,roofing company,1,0.6407040357589722,0,0,1
26529,malarkey shingles,residential shingle roofing,1,0.44702714681625366,0,0,1
26530,erie home,roofing companies near me,1,0.21068167686462402,1,0,0
26531,top roofing design,roofing contractors,1,0.5269765257835388,1,0,0
26532,chingos roofing,shingle roofing,1,0.6136820316314697,0,1,0
26533,alcor roofing,roofing contractor in my area,1,0.517656683921814,0,0,1
26534,avalon roofing and exteriors reviews,roofing contractor,1,0.4487888813018799,0,0,1
26535,snow removal on roof companies,roofing companies,1,0.690292477607727,0,0,1
26536,victors home solutions,roofing companies,1,0.4369310438632965,1,0,0
26537,accurate roofing,roofing companies,1,0.6322788596153259,1,0,0
26538,trident roofing,roofing company,1,0.6735914945602417,0,0,1
26539,advanced roofing and building solutions,roofing companies,1,0.7182422876358032,0,0,1
26540,britton roofing harrison mi,roofing contractor michigan,1,0.6542949080467224,0,0,1
26541,sherriff goslin roofing reviews,roofing company,1,0.5482061505317688,0,0,1
26542,alcor jenison mi,residential roofing company,1,0.2691739797592163,0,0,1
26543,lyster kalamazoo,residential roofing company,1,0.23805944621562958,0,0,1
26544,jd chandler roofing,roofing company,1,0.6885668039321899,0,0,1
26545,veteran roofing,roofing contractors near me,1,0.5892815589904785,1,0,0
26546,lakeshore roofing,roofing companies,1,0.6917278170585632,1,0,0
26547,hansons roofing reviews,roofing contractor,1,0.5204247236251831,0,0,1
26548,mills siding and roofing reviews,roofing contractor,1,0.5181560516357422,0,0,1
26549,victors roofing,residential roofing company,1,0.6715103983879089,0,0,1
26550,sherriff goslin roofing,roofing contractor,1,0.5811702609062195,0,0,1
26551,commercial roofing companies near me,roofing companies near me,1,0.9559301137924194,0,0,1
26552,sherriff goslin roofing,roofing contractors near me,1,0.5152295827865601,0,0,1
26553,erie metal roofs,residential roofing company,1,0.5185655355453491,0,0,1
26554,peak exteriors,residential roofing contractor,1,0.25016844272613525,1,0,0
26555,avalon building concepts,roofing contractor,1,0.26875773072242737,0,0,1
26556,commercial metal roofing contractors near me,metal roof contractors near me,1,0.9468039274215698,0,1,0
26557,patriot roofing,roofing companies,1,0.6585313677787781,1,0,0
26558,advanced roofing and building solutions,roofing companies near me,1,0.6653743982315063,0,0,1
26559,mr roof reviews,roofing companies,1,0.5125876665115356,0,0,1
26560,victors home solutions reviews,home roofing company,1,0.38939446210861206,0,0,1
26561,cheap metal roof panels,metal roofing companies near me,1,0.674396276473999,1,0,0
26562,roof insulation,residential roofing contractor,1,0.47003719210624695,1,0,0
26563,van beck roofing,roofing company in my area,1,0.5983650088310242,0,0,1
26564,reurink metal,metal roofing contractor,1,0.39009493589401245,0,0,1
26565,alcor roofing,roofing companies,1,0.6664413213729858,0,0,1
26566,roof maxx,roofing company in my area,1,0.5823975801467896,0,0,1
26567,allied roofing,roofing company,1,0.8188235759735107,0,0,1
26568,hansons roofing reviews,roofing company,1,0.5716472268104553,0,0,1
26569,legacy roofing and restoration,roofing contractors near me,1,0.49357423186302185,1,0,0
26570,statewide roofing inc,roofing company,1,0.8573151230812073,0,0,1
26571,ridgeview roofing,roofing companies,1,0.7318860292434692,1,0,0
26572,alltech roof repairs,residential roofing contractor,1,0.5673896670341492,1,0,0
26573,sherriff goslin roofing reviews,roofing contractor,1,0.5188217163085938,0,0,1
26574,holland mi roof repair,roofing company,1,0.6331903338432312,0,0,1
26575,sherriff goslin roofing,roofing companies,1,0.642721951007843,1,0,0
26576,mcelroy metal marshall mi,roofing company,1,0.23837748169898987,0,0,1
26577,avalon building concepts,roofing contractor,1,0.26875773072242737,0,0,1
26578,tichenor roofing battle creek,roofing company in my area,1,0.5478231906890869,0,0,1
26579,black standing seam roof,metal roofing companies near me,1,0.38739490509033203,1,0,0
26580,sherriff goslin roofing,roofing company michigan,1,0.5510688424110413,0,0,1
26581,advantage roofing kalamazoo mi,roofing companies,1,0.6190667748451233,0,0,1
26582,weatherhead roofing,certified roofing company,1,0.541110634803772,0,0,1
26583,modern roofing,roofing companies,1,0.7669166326522827,1,0,0
26584,southwest roofing,roofing contractors,1,0.6667441129684448,1,0,0
26585,avalon roofing and exteriors reviews,residential roofing company,1,0.47152289748191833,0,0,1
26586,allied roofing,roofing companies near me,1,0.7651454210281372,1,0,0
26587,reurink metal,metal roofing,1,0.5108373165130615,0,0,1
26588,roach roofing,roofing company,1,0.5192210674285889,0,0,1
26589,snow removal on roof companies,roofing company,1,0.6517518758773804,0,0,1
26590,haverdink roofing,roofing companies,1,0.6180476546287537,1,0,0
26591,commercial roofing companies near me,roofing company near me,1,0.9182672500610352,0,1,0
26592,mills siding and roofing reviews,roofing company,1,0.5664615631103516,0,0,1
26593,erie metal roofs,metal roofing companies near me,1,0.6937723159790039,0,0,1
26594,trident roofing,roofing companies near me,1,0.6378079056739807,1,0,0
26595,lyster kalamazoo,roof installation company,1,0.2656553089618683,0,0,1
26596,avalon roofing and exteriors reviews,roofing company near me,1,0.4824460744857788,0,0,1
